idTweet	hashtag	hashtagBrut	indiceStart	indiceEnd
675967489902252033	radicaux	radicaux	68	77
675967489902252033	blackradical	Blackradical	87	100
675967489902252033	blackmarxism	Blackmarxism	101	114
675798361182605312	littenoel	littenoël	39	49
675800303095128064	socionoel	SocioNoel	60	70
675745357104611328	enlarmes	ENLARMES	86	95
675748315242348544	socionoel	socionoel	8	18
675737419975680001	socionoel	SocioNoel	0	10
675735261096079361	socionoel	SocioNoel	0	10
675717510709174272	socionoel	SocioNoel	0	10
675706516989677568	socionoel	SocioNoel	48	58
675702351035039745	socionoel	SocioNoel	0	10
675701735537713153	socionoel	SocioNoel	105	115
675696723935813633	parisagreement	ParisAgreement	19	34
675696918425690112	socionoel	SocioNoël	28	38
675691451376918529	socionoel	SocioNoel	9	19
675687566889340928	socionoel	SocioNoel	0	10
675687566889340928	day12	Day12	11	17
675686268160892928	socionoel	socionoel	0	10
675685560086827008	socionoel	SocioNoel	0	10
675685433871884288	socionoel	SocioNoel	55	65
675683729742893056	socionoel	SocioNoel	82	92
675682794287271936	socionoel	SocioNoel	0	10
675682794287271936	day12	Day12	11	17
675682062985273345	socionoel	SocioNoel	0	10
675682062985273345	day11	day11	29	35
675681592518516740	socionoel	SocioNoel	3	13
675681171364315136	socionoel	SocioNoel	82	92
675680311984918528	socionoel	SocioNoel	0	10
675662011158691842	socionoel	SocioNoêl	92	102
675647216837595136	socionoel	SocioNoel	0	10
675645857610506240	socionoel	SocioNoel	97	107
675636967359553536	socionoel	SocioNoel	0	10
675631755311849473	socionoel	SocioNoel	4	14
675606517358452736	socionoel	SocioNoel	100	110
675596426471202816	socionoel	SocioNoel	41	51
675591641739223040	socionoel	SocioNoel	0	10
675591641739223040	weber	Weber	51	57
680693551408254976	socionoel	SocioNoël	9	19
680559579680378880	socionoel	SocioNoël	96	106
680348661671419904	socionoel	SocioNoël	11	21
680513591800299520	socionoel	SocioNoel	19	29
680505204844945409	socionoel	SocioNoel	107	117
680511196248711168	socionoel	SocioNoel	74	84
680410724661882881	socionoel	SocioNoël	19	29
680387539463700480	socionoel	SocioNoel	21	31
671826392548573184	socionoel	SocioNoel	16	26
671826770610552832	socionoel	SocioNoel	132	142
672154638578249728	socionoel	SocioNoel	95	105
672511628689211392	socionoel	SocioNoel	109	119
672875188120326144	socionoel	SocioNoel	132	142
673217472980459520	socionoel	SocioNoel	112	122
673579573704065024	socionoel	SocioNoel	109	119
673970947158843393	socionoel	SocioNoel	130	140
674294089408491523	socionoel	SocioNoel	109	119
674684700280102912	socionoel	SocioNoel	108	118
675049372594397185	socionoel	SocioNoel	133	143
675405037045227520	socionoel	SocioNoel	116	126
675761103285133312	socionoel	SocioNoel	112	122
676129891507699716	socionoel	SocioNoel	112	122
676505455183667204	socionoel	SocioNoel	133	143
680129913576402946	socionoel	SocioNoel	96	106
680130621738475520	socionoel	SocioNoel	119	129
680131848723369984	socionoel	SocioNoel	104	114
680133707584421889	socionoel	SocioNoel	93	103
680136233759158274	socionoel	SocioNoel	97	107
680137229142994944	socionoel	SocioNoel	92	102
680138513434689536	socionoel	SocioNoel	88	98
680139780403937280	socionoel	SocioNoel	102	112
680141516396978176	socionoel	SocioNoel	106	116
680142590969298944	socionoel	SocioNoel	97	107
680144069079773184	socionoel	SocioNoel	130	140
680121113788157952	socionoel	SocioNoel	8	18
680121113788157952	noel	Noel	32	37
680128313172594688	socionoel	SocioNoel	93	103
680128313172594688	passionhalbwachs	PassionHalbwachs	104	121
680078980167413760	socionoel	SocioNoel	0	10
680076235838517248	socionoel	SocioNoel	129	139
680074320559902720	socionoel	SocioNoel	126	136
680072899248676864	socionoel	SocioNoel	8	18
680072899248676864	sociologie	sociologie	49	60
680037392372334593	socionoel	socionoel	0	10
680001151073447940	socionoel	SocioNoel	22	32
680024977286889473	socionoel	SocioNoel	109	119
680021472778256385	socionoel	SocioNoel	16	26
680012613556789249	socionoel	SocioNoel	16	26
680010697821057025	socionoel	SocioNoel	0	10
680010697821057025	day24	Day24	11	17
680006924981649408	socionoel	SocioNoel	49	59
679999855847145472	socionoel	SocioNoel	0	10
679999855847145472	day24	Day24	11	17
679999855847145472	vintage	vintage	18	26
679998941132419074	socionoel	SocioNoel	8	18
679998941132419074	double	double	22	29
679995137917894656	socionoel	SocioNoël	0	10
679989894098321410	socionoel	SocioNoel	11	21
679990289591865344	lt	LT	0	3
679990289591865344	socionoel	SocioNoel	111	121
679990634967646208	lt	LT	0	3
679990634967646208	socionoel	SocioNoel	105	115
679991428232142849	lt	LT	0	3
679991428232142849	socionoel	SocioNoel	75	85
679992083743141888	lt	LT	0	3
679992083743141888	socionoel	SocioNoel	106	116
679992876126892032	lt	LT	0	3
679992876126892032	socionoel	SocioNoel	113	123
679993640073203712	lt	LT	0	3
679993640073203712	socionoel	SocioNoel	105	115
679993799666495488	lt	LT	0	3
679993799666495488	socionoel	SocioNoel	93	103
679994463599628288	lt	LT	0	3
679994463599628288	socionoel	SocioNoel	75	85
679994848276037632	lt	LT	0	3
679994848276037632	socionoel	SocioNoel	71	81
679992260159782912	socionoel	SocioNoël	93	103
679774291240587264	socionoel	SocioNoel	34	44
679940799711309824	socionoel	SocioNoel	25	35
679991865572220928	socionoel	SocioNoel	16	26
679978111052681216	socionoel	SocioNoël	51	61
679977372754546688	socionoel	SocioNoel	0	10
671596321116131328	socionoel	SocioNoël	0	10
671969908922667009	socionoel	SocioNoël	0	10
672334742151430145	socionoel	SocioNoël	0	10
672727426120687616	socionoel	SocioNoël	0	10
673066587084181504	socionoel	SocioNoël	0	10
673468762583117824	socionoel	SocioNoël	0	10
673779852152020992	socionoel	SocioNoël	0	10
674171184083304448	socionoel	SocioNoël	0	10
674529920501080064	socionoel	SocioNoël	0	10
674917438698479617	socionoel	SocioNoël	0	10
675256259940114432	socionoel	SocioNoël	0	10
675718649974497280	socionoel	SocioNoël	0	10
676018972177907712	socionoel	SocioNoël	0	10
676315885888491520	socionoel	SocioNoël	0	10
676723564121300992	socionoel	SocioNoël	0	10
677109410787950592	socionoel	SocioNoël	0	10
677440154043289600	socionoel	SocioNoël	0	10
677980828136247296	socionoel	SocioNoël	14	24
678279333060980736	socionoel	SocioNoël	0	10
678536478478176256	socionoel	SocioNoël	0	10
678844280618790912	socionoel	SocioNoël	0	10
679349889185226756	socionoel	SocioNoël	0	10
679350948758712320	socionoel	SocioNoël	0	10
679592380522082304	socionoel	SocioNoël	0	10
679975754734645248	socionoel	SocioNoël	0	10
679976842972000256	socionoel	SocioNoël	61	71
679977326839463936	socionoel	SocioNoël	0	10
679976192716476416	socionoel	SocioNoel	5	15
679974958328582144	socionoel	SocioNoel	8	18
679974109518950400	socionoel	SocioNoel	20	30
679959600251146240	socionoel	SocioNoel	0	10
679953824086360064	socionoel	SocioNoel	0	10
679948151697051648	socionoel	SocioNoel	3	13
679945318264385537	socionoel	Socionoel	13	23
679942917570596868	socionoel	SocioNoel	0	10
679942917570596868	sociologie	sociologie	99	110
679927108089548801	socionoel	SocioNoël	0	10
679927108089548801	teaser	teaser	107	114
673125168395460608	socionoel	SocioNoel	0	10
673119234277433344	socionoel	SocioNoel	0	10
673109384738770944	socionoel	SocioNoel	0	10
673104416841580545	socionoel	SocioNoel	82	92
673104319789576193	socionoel	SocioNoel	0	10
673077771921432576	socionoel	SocioNoel	0	10
673074678290907136	socionoel	Socionoel	0	10
673074678290907136	antisexismepatriarcal	antisexismepatriarcal	111	133
673073302647250945	socionoel	SocioNoel	0	10
673071153548759040	socionoel	SocioNoel	0	10
673068357478948864	socionoel	SocioNoel	77	87
673068257260212224	socionoel	SocioNoel	18	28
673066913132605441	socionoel	SocioNoel	106	116
673065648361070592	socionoel	SocioNoel	0	10
673065481755037697	socionoel	SocioNoël	106	116
673062279789809664	socionoel	Socionoel	0	10
673047619711668224	socionoel	SocioNoel	0	10
673046836589019136	socionoel	SocioNoel	0	10
673024386694299648	socionoel	SocioNoel	91	101
672904355461390336	socionoel	SocioNoel	13	23
672898029662445568	socionoel	SocioNoel	100	110
672891116908343297	socionoel	SocioNoel	9	19
672826259278295040	socionoel	SocioNoel	103	113
672879907798720512	socionoel	SocioNoel	51	61
672879907798720512	lt	LT	129	132
672875118666870784	socionoel	SocioNoël	0	10
672854723876245504	socionoel	SocioNoel	98	108
672835578178740229	socionoel	SocioNoel	0	10
672840346838155265	socionoel	SocioNoel	15	25
672822105688420352	socionoel	SocioNoel	5	15
672822856108146688	lt	LT	115	118
672823108089311233	socionoel	SocioNoel	16	26
672815608761876480	socionoel	SocioNoel	100	110
672813548930785281	socionoel	SocioNoel	0	10
672811610197618693	socionoel	SocioNoel	0	10
672810025610539009	socionoel	SocioNoel	49	59
672805974252650496	socionoel	SocioNoel	55	65
672802508998340608	socionoel	SocioNoel	129	139
672798998672089088	socionoel	SocioNoel	29	39
672798998672089088	3ejour	3ejour	40	47
672793176709705728	socionoel	SocioNoel	68	78
672793176709705728	histonoel	HistoNoel	80	90
672793176709705728	philonoel	PhiloNoel	98	108
672783074883674112	ff	FF	0	3
672783074883674112	socionoel	SocioNoel	28	38
672782319137234944	socionoel	SocioNoel	18	28
672777630790328320	socionoel	SocioNoel	67	77
672499424048885760	lt	LT	0	3
672756420257955840	socionoel	SocioNoel	0	10
672756420257955840	socio	socio	65	71
672756420257955840	shs	SHS	75	79
672753088449613824	socionoel	SocioNoel	10	20
672727162093441024	socionoel	SocioNoël	10	20
672707820442226688	ff	FF	0	3
672707820442226688	socionoel	SocioNoel	37	47
672703374299672576	socionoel	SocioNoel	0	10
672706103524777984	socionoel	SocioNoel	61	71
672694172562800641	socionoel	SocioNoel	5	15
672673046071758848	socionoel	SocioNoel	128	138
672664578086563840	socionoel	socionoel	45	55
672440704174596096	socionoel	SocioNoel	0	10
672499595608506368	lt	LT	0	3
672499879793553408	lt	LT	0	3
672500126267645952	lt	LT	0	3
672500426877624320	lt	LT	0	3
672500596260343808	lt	LT	0	3
672501104492609536	lt	LT	0	3
672501454079459328	lt	LT	0	3
672501755440193537	lt	LT	0	3
672502152980520961	lt	LT	0	3
672502152980520961	socionoel	SocioNoel	102	112
672777027607490561	socionoel	SocioNoel	89	99
672763243425890305	socionoel	SocioNoel	0	10
672763243425890305	day4	Day4	11	16
672763547496116224	socionoel	SocioNoel	0	10
672757827543408640	socionoel	SocioNoel	0	10
672756691482648576	socionoel	SocioNoel	0	10
672756691482648576	day4	day4	11	16
672754907838070786	socionoel	SocioNoel	0	10
672752979922022400	socionoel	SocioNoel	33	43
672752979922022400	histonoel	HistoNoel	59	69
672752939581198337	socionoel	SocioNoel	0	10
672726507861708800	socionoel	SocioNoel	0	10
672726069628289025	socionoel	SocioNoel	0	10
672722000582868992	socionoel	SocioNoël	0	10
672720585164738560	socionoel	SocioNoel	5	15
672718198911930369	socionoel	SocioNoel	103	113
672712369865424896	socionoel	SocioNoel	0	10
672713370794070016	socionoel	SocioNoel	0	10
672707575067099136	socionoel	SocioNoel	0	10
672695986641350656	socionoel	SocioNoel	7	17
672702562081054720	socionoel	SocioNoel	76	86
672700668889690112	socionoel	SocioNoel	0	10
672698650854846464	socionoel	SocioNoel	0	10
672698650854846464	day4	day4	11	16
672698650854846464	fn	FN	63	66
672698650854846464	socioponoel	SocioPoNoel	67	79
672697358208081921	socionoel	SocioNoel	0	10
672697358208081921	lt	LT	108	111
672697326524358656	socionoel	SocioNoel	0	10
672694951197728768	socionoel	SocioNoel	0	10
672689478260162560	socionoel	SocioNoel	0	10
672688356820713472	socionoel	SocioNoel	0	10
672687173888565248	socionoel	SocioNoel	104	114
672687010105139202	socionoel	SocioNoel	0	10
672686710191431680	socionoel	SocioNoël	0	10
672683672353513472	socionoel	socionoel	4	14
672683582918418433	socionoel	SocioNoel	0	10
672682252694851584	jour4	jour4	8	14
672682252694851584	socionoel	SocioNoel	18	28
672681972242767872	socionoel	SocioNoel	0	10
672681402584969217	socionoel	SocioNoel	0	10
674285536903843840	ehrenberg	ehrenberg	92	102
674285536903843840	socionoel	SocioNoel	103	113
674284690455576578	socionoel	SocioNoel	0	10
674276918087319553	socionoel	SocioNoel	0	10
674276918087319553	day8	Day8	11	16
674276918087319553	socionoelalinternational	SocioNoelAlinternational	66	91
674266007360380929	socionoel	SocioNoel	102	112
674254144136486918	socionoel	SocioNoel	0	10
674242609850785792	socionoel	SocioNoel	0	10
673473115192717312	socionoel	SocioNoel	0	10
674238397586739200	socionoel	SocioNoel	17	27
674239963739869184	socionoel	SocioNoël	55	65
674235891360129024	socionoel	SocioNoël	130	140
674235194254221313	socionoel	SocioNoel	0	10
674235194254221313	day8	Day8	11	16
674235663701647360	socionoel	SocioNoel	0	10
674235801354575872	socionoel	SocioNoel	0	10
674235621007876096	socionoel	SocioNoel	96	106
674234582317842432	socionoel	SocioNoel	40	50
674234582317842432	classic	classic	52	60
674221588510830592	socionoel	SocioNoel	123	133
674220848639819776	socionoel	SocioNoel	127	137
674216929821925376	soro	Soro	67	72
674216929821925376	sondage	sondage	73	81
674216929821925376	solutionscop21	SolutionsCOP21	82	97
674216929821925376	socionoel	SocioNoel	98	108
674216929821925376	soudandusud	SoudanduSud	109	121
674216929821925376	southpark	SouthPark	122	132
674216929821925376	sorogate	SoroGATE	133	142
674206072316551168	socionoel	SocioNoel	0	10
674206072316551168	digitallabor	digitallabor	92	105
674196836681429000	philonoel	PhiloNoel	0	10
674197040763674624	socionoel	SocioNoel	0	10
674192725596614657	socionoel	SocioNoel	0	10
674192688170840064	socionoel	SocioNoel	15	25
674189733610856449	socionoel	SocioNoel	0	10
674180265510633472	socionoel	SocioNoel	0	10
674178875891589120	algerie	Algerie	51	59
674178875891589120	socionoel	SocioNoel	60	70
674178875891589120	loveyourself	LoveYourself	71	84
674178875891589120	londonbridge	LondonBridge	85	98
674178875891589120	bigstarentertainmentaward	BigStarEntertainmentAward	99	125
674178875891589120	mtvstars	MTVStars	126	135
674177889198333952	socionoel	SocioNoel	95	105
674176742085558272	racisme	racisme	22	30
674176742085558272	sexisme	sexisme	31	39
674176742085558272	fn	FN	50	53
674176742085558272	racismestructurel	racismestructurel	68	86
674176742085558272	socionoel	SocioNoel	100	110
674176742085558272	blanchite	blanchite	122	132
674174854808096768	socionoel	SocioNoel	89	99
674169410018521088	socionoel	SocioNoel	4	14
674169410018521088	liberacisme	Libéracisme	52	64
674167357762326528	socionoel	SocioNoel	18	28
674161260460658688	anthropo	anthropo	105	114
674161260460658688	socionoel	SocioNoel	115	125
674155632170266624	socionoel	SocioNoël	120	130
674154075051675648	socionoel	SocioNoel	0	10
674153490558672896	socionoel	SocioNoël	0	10
674148751792062464	socionoel	SocioNoël	27	37
674146943598202880	socionoel	SocioNoël	106	116
674145306573987840	socionoel	SocioNoel	0	10
674142053526323200	socionoel	SocioNoel	0	10
674134820402896896	socionoel	SocioNoel	95	105
674128130131537922	socionoel	SocioNoel	0	10
674121111429337088	socionoel	SocioNoel	0	10
674121111429337088	associatif	associatif	63	74
674110580064657408	socionoel	SocioNoel	0	10
673981485867732997	socionoel	SocioNoel	0	10
673981752243855364	socionoel	SocioNoel	0	10
673968179153117184	socionoel	SocioNoel	0	10
673968179153117184	sociologie	sociologie	28	39
673965259774926851	socionoel	socioNoel	128	138
673962643460251649	econoel	EcoNoel	0	8
673962643460251649	socionoel	SocioNoel	22	32
673961534100480000	socionoel	SocioNoel	3	13
673958740782133249	socionoel	SocioNoel	9	19
673955450853961728	socionoel	SocioNoel	77	87
673948276895457280	socionoel	SocioNoel	8	18
673938345349783552	socionoel	SocioNoel	0	10
673927593700278272	socionoel	SocioNoel	48	58
673920735363080192	socionoel	SocioNoel	0	10
673917397762449408	socionoel	SocioNoel	3	13
673916505684353024	socionoel	SocioNoel	0	10
673913746713088005	socionoel	SocioNoel	15	25
673911080779948032	socionoel	SocioNoel	0	10
673896844418752513	socionoel	SocioNoel	0	10
673895417977962496	socionoel	SocioNoel	0	10
673891065573806081	socionoel	SocioNoel	0	10
673889629666467840	socionoel	SocioNoel	24	34
673889468286398464	socionoel	SocioNoël	0	10
673764642792042496	socionoel	SocioNoel	8	18
673601165192470528	socionoel	SocioNoel	124	134
673589584270368770	socionoel	SocioNoel	43	53
673568684913377280	socionoel	SocioNoel	0	10
673558308700225536	socionoel	SocioNoël	27	37
673886158380769280	socionoel	SocioNoel	30	40
673872944469274624	socionoel	SocioNoel	0	10
673870407540285440	socionoel	SocioNoel	0	10
673870407540285440	day7	Day7	11	16
673869729182957568	socionoel	SocioNoel	0	10
673865418218545152	socionoel	SocioNoel	0	10
673865418218545152	day7	Day7	11	16
673855861404606465	socionoel	SocioNoel	20	30
673854556539891712	socionoel	SocioNoel	17	27
673844511215378432	socionoel	SocioNoel	61	71
673840273131094017	socionoel	SocioNoel	0	10
673840273131094017	fn	FN	19	22
673840273131094017	racisme	racisme	70	78
673823792788070400	socionoel	SocioNoel	71	81
673821311714664448	socionoel	SocioNoël	0	10
673820109031538689	socionoel	SocioNoel	0	10
673820109031538689	socio	socio	21	27
673808219505041408	socionoel	SocioNoel	105	115
673805044295311360	socionoel	SocioNoel	0	10
673805044295311360	day7	Day7	19	24
673805044295311360	histoirenoel	HistoireNoel	44	57
673799641494904832	socionoel	SocioNoel	102	112
673799319162523648	socionoel	SocioNoel	5	15
673799319162523648	quijanoanibal	QUIJANOANIBAL	24	38
673799319162523648	colonialitedupouvoir	colonialitédupouvoir	45	66
673799153722327041	socionoel	SocioNoel	0	10
673798772451770368	socionoel	SocioNoel	0	10
673798772451770368	fanon	FANON	59	65
673798702767689728	socionoel	SocioNoel	0	10
673795623481712640	socionoel	SocioNoël	62	72
673795172170338304	socionoel	SocioNoel	0	10
673794362657144832	socionoel	SocioNoel	0	10
673792738161238018	socionoel	SocioNoël	106	116
673790822089891840	socionoel	SocioNoel	3	13
673779444599902208	socionoel	SocioNoel	0	10
673626143690506240	socionoel	SocioNoël	105	115
673611150370717696	socionoel	SocioNoel	0	10
673611150370717696	day6	Day6	11	16
673611150370717696	fanculo	Fanculo	62	70
673611150370717696	trishtezza	Trishtezza	71	82
673579284674555904	socionoel	SocioNoel	0	10
673575657281101824	socionoel	SocioNoel	94	104
673573602596364289	socionoel	SocioNoel	121	131
673559694535995392	socionoel	SocioNoel	0	10
673547510963691521	socionoel	SocioNoel	0	10
673548970543611904	socionoel	SocioNoel	0	10
673549970570612736	socionoel	SocioNoel	0	10
673542991252987904	socionoel	SocioNoel	68	78
673542111342538752	socionoel	SocioNoel	0	10
673542104656818177	socionoel	SocioNoel	126	136
673533799565758464	socionoel	SocioNoel	9	19
673529217980735488	socionoel	SocioNoel	0	10
673529217980735488	day6	day6	11	16
673524032051003393	socionoel	SocioNoel	105	115
673515168438075393	socionoel	SocioNoel	0	10
673505826347352066	socionoel	SocioNoel	0	10
672730355158396928	socionoel	SocioNoel	32	42
672730355158396928	histonoel	HistoNoel	65	75
673501890211160068	philonoel	PhiloNoël	34	44
673504195383656449	socionoel	SocioNoel	53	63
673500900741222400	socionoel	SocioNoel	21	31
673498343897751552	socionoel	SocioNoel	0	10
673498343897751552	day6	Day6	11	16
673498636588830720	socionoel	SocioNoel	0	10
673492852761063424	socionoel	SocioNoel	0	10
673475227150626816	socionoel	SocioNoel	0	10
673475227150626816	regionales2015	Regionales2015	11	26
673474915308277760	socionoel	SocioNoel	0	10
673474915308277760	regionales2015	Regionales2015	11	26
673467423656386560	socionoel	SocioNoel	0	10
673463779364089856	socionoel	SocioNoel	19	29
673464383872352256	socionoel	SocioNoel	129	139
673462406882926592	socionoel	SocioNoel	82	92
673459469376966656	socionoel	SocioNoel	103	113
673459243958312961	socionoel	SocioNoel	0	10
673453342933327872	socionoel	SocioNoel	0	10
673443524734533632	socionoel	SocioNoel	88	98
673438719647612928	socionoel	SocioNoel	0	10
673438550432550912	socionoel	SocioNoel	0	10
673428884877131776	socionoel	SocioNoël	105	115
673426483050881024	socionoel	SocioNoel	40	50
673421662071758848	socionoel	SocioNoel	88	98
673421662071758848	avote	AVote	99	105
673418335883829249	socionoel	SocioNoel	0	10
673418335883829249	sport	sport	35	41
673418335883829249	rh	RH	42	45
673413245886210048	socionoel	SocioNoel	116	126
673230765065379840	philonoel	PhiloNoel	40	50
673187229733421056	bruxelles	Bruxelles	64	74
673187229733421056	socionoel	SocioNoel	124	134
673188274182164480	socionoel	SocioNoel	75	85
673179072592244736	socionoel	SocioNoel	0	10
673181249029185536	socionoel	SocioNoel	39	49
673178334608494592	socionoel	SocioNoel	14	24
673131703687360512	socionoel	SocioNoel	32	42
673120467532840960	socionoel	SocioNoel	0	10
673103816561160193	socionoel	SocioNoel	29	39
673077246224125953	socionoel	SocioNoel	54	64
673069147769675777	socionoel	SocioNoel	28	38
672902994724331521	socionoel	SocioNoel	42	52
672817146725052416	socionoel	SocioNoel	0	10
672817086859747328	socionoel	SocioNoël	81	91
672817086859747328	ff	FF	93	96
672802709356068864	scponoel	ScPoNoël	13	22
672802709356068864	socionoel	SocioNoel	83	93
672799389660938242	socionoel	SocioNoel	0	10
673405463829078016	socionoel	SocioNoel	0	10
673278375507697664	socionoel	SocioNoël	0	10
673262327651790848	socionoel	SocioNoel	0	10
673231118666219520	socionoel	SocioNoel	7	17
673225944082063360	socionoel	SocioNoel	0	10
673204751354503168	socionoel	SocioNoel	0	10
673198468182237184	socionoel	SocioNoel	0	10
673198468182237184	jour5	Jour5	11	17
673197174772101120	socionoel	SocioNoel	104	114
